bio_language,community,created_at,followers_count,from_user,is_art,is_education,is_feminist,is_media,is_politics,is_sports,macro_micro,mention_count,movement_in,name,negative,neutral,positive,retweet_count,tweets_count,user_description
en,15,2017-02-08 17:05:02,233.0,NiNiKittyMaMa,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,NiNiKittyMaMa,1.0,0.0,0.0,0,1.0,"NoH8 Homosapien Ovarian Cancer Survivor LGBTQ Live,Love,Laugh Me:Pinay Filipina Shoshone Indian Chief Washakie 6th GrandFather Irish Pirate, Be Productive"
en,15,2017-02-09 02:36:43,364.0,jeanette_nadene,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,jeanette_nadene,0.0,1.0,0.0,0,1.0,"REVOLUTION ✊🏾 and Hijinks. lol. I Retweet a lot. *Wear my halo like a hat, that's like the latest fashion/ I got angels all around me they keep me surrounded*"
en,15,2017-02-09 00:17:59,1451.0,japaspanglish,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,japaspanglish,1.0,1.0,0.0,0,2.0,Troof preacher
en,15,2017-02-09 00:06:00,589.0,FamCat,0.0,0.0,0.0,0.0,1.0,0.0,micro,0,GrabYourWallet,FamCat,0.0,3.0,1.0,0,4.0,"political junkie, animal rights activist, hater of animal abuse by anyone, against violence except to save an animal, MS health care mgmt, nevertrump"
en,15,2017-02-06 15:50:29,841.0,Springermom70,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,Springermom70,0.0,2.0,0.0,0,2.0,#Stillwithher -Bring Comey and McConnell to trial! #TheResistance My POTUS is Black.
et,15,2017-02-09 00:48:00,280.0,LigayaLoyola,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,LigayaLoyola,1.0,5.0,0.0,0,6.0,No lists
en,15,2017-02-03 23:41:47,1040.0,therealwombat1,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,therealwombat1,1.0,2.0,0.0,2,3.0,a somewhat flawed repository of trivia and dumb ass facts NOT A SPAMMER! Every1 Has A Right 2 Their Own Opinion(Within Reason)ME+U! ONLY UNFOLLOW IF UNFOLLOWED!
en,15,2017-02-09 02:31:07,629.0,RedblondeMB,0.0,0.0,0.0,0.0,1.0,0.0,micro,0,GrabYourWallet,RedblondeMB,0.0,5.0,3.0,0,8.0,Political junkie unified against trump presidency!Grandmother to the best girl ever❤️.Loving warm Naples FL after a lifetime near DC.Forever Miami Dolphins fan!
en,15,2017-02-09 00:13:43,219.0,HimynameisNickd,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,HimynameisNickd,1.0,4.0,1.0,0,6.0,Nick is Sick. Recovery Nick
en,15,2017-02-04 19:32:48,627.0,kaysintBB,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,kaysintBB,0.0,3.0,0.0,8,3.0,"Devoted husband, father & democrat. One life one wife. Been around the world on ships for over 25 years. Resist aging, intolerance and Trump. #TheResistance"
en,15,2017-02-08 18:20:14,2894.0,DarthKthulhu,0.0,0.0,1.0,0.0,0.0,0.0,micro,0,GrabYourWallet,DarthKthulhu,2.0,0.0,2.0,0,4.0,DISABLED VET (OEF/Afghanistan) • CHICANO • LIBERUL • SNOWFLAKE • CUCK • SJW • FEMINIST • BLM • LA RAZA • LGBTQ • ANIMAL LOVER • TREE HUGGER • TREKKIE 🖖🏽
en,15,2017-02-08 21:00:02,739.0,TamNomad,1.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,TamNomad,1.0,0.0,0.0,0,1.0,Music festival junkie 90% sass 10%sensitivity 10/10 people got me swiping left
ca,15,2017-02-08 20:54:05,246.0,ellavign,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,ellavign,1.0,0.0,0.0,0,1.0,I am an actual person
en,15,2017-02-09 03:56:35,3509.0,alaskawater,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,alaskawater,2.0,5.0,2.0,12,9.0,"Tina, Angela, Steven, and Alison's Mom I BLOCK #Trolls #Resistance #RuleOfLaw #LoveIsLove BSN Public health #facts. don't piss on my leg & say it's raining"
en,15,2017-02-08 23:03:19,8702.0,szwest1,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,szwest1,0.0,2.0,1.0,4,3.0,"lezzy comic, liberal, leftist. fond of the letter L. loud. a lover."
en,15,2017-02-04 21:41:37,213.0,985_760,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,985_760,0.0,0.0,1.0,2,1.0,Democrat LBGT  #STILL WITH HER #RESISTANCE #NotMyPresident
en,15,2017-02-03 23:39:05,1592.0,americanmclass,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,americanmclass,0.0,0.0,1.0,2,1.0,I am a middle class american. I am fearful for our Democracy.#TheResistance #strongertogether#StarfleetVerified
en,15,2017-02-09 01:04:46,3797.0,Specneedsmom4,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,Specneedsmom4,0.0,5.0,1.0,16,6.0,Single mom to 4 kids 6-23. Teen sons' have #Autism; I've #chronicpain #ADHD. HUGE FAN of #TheWalkingDead. #StillWithHer #ResistTrump  Trolls Will Be Blocked🚫
en,15,2017-02-06 14:06:27,1154.0,madortiz1,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,madortiz1,0.0,1.0,0.0,6,1.0,"Business, marketing, consumer brands/ retail, sustainability. Fmr financial services professional.  @verdebuys"
en,15,2017-02-07 02:34:12,4509.0,Nurse4allPeople,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,Nurse4allPeople,1.0,2.0,1.0,9,4.0,"Nurse, mother of 3 sons, Y'all means ALL, protect our planet, humanitarian, equal rights, restore VRA, supports HRC & PBO/// Anti trump 100% #TheResistance"
en,15,2017-02-03 19:14:03,12177.0,Garossino,0.0,1.0,0.0,1.0,0.0,0.0,micro,0,GrabYourWallet,Garossino,0.0,1.0,0.0,10,1.0,"writer, former trial lawyer, associate editor, National Observer https://t.co/KEKlnliSlO"
en,15,2017-02-05 18:32:16,1066.0,mktsutherland,1.0,0.0,0.0,1.0,1.0,0.0,micro,0,GrabYourWallet,mktsutherland,1.0,3.0,1.0,5,5.0,"Passionate, curious, gardens, art, travel, politics ... #theresistance"
en,15,2017-02-08 23:35:06,5860.0,djmincey11,0.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,djmincey11,1.0,2.0,0.0,1,3.0,"Because I'm a lady with a farm, asshole!"
de,15,2017-02-08 12:59:51,18.0,Lavanga_Manjari,1.0,0.0,0.0,0.0,0.0,0.0,micro,0,GrabYourWallet,Lavanga_Manjari,0.0,1.0,0.0,1,1.0,"Liberal Snowflake, Rabble Rouser, Pizza Lover, Design Hunter, Master Sabji Maker, Truth Seeker, Organizer"
en,15,2017-02-08 22:47:37,175.0,kathedden,1.0,0.0,0.0,0.0,0.0,1.0,micro,0,GrabYourWallet,kathedden,0.0,4.0,1.0,1,5.0,"Artist photographer Graphic Designer, Sports Lover, Owner, Women Love Football 🏈 Fine Art Appraiser"
en,11,2017-02-08 19:11:18,53447.0,ChrisJZullo,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,ChrisJZullo,0.0,2.0,0.0,1334,2.0,Rockefeller Republican preaching from the left with a right. Agnostic Theist. Regulatory Capitalist. Read My Book @ENDisNearSaveUS 📘 https://t.co/HIao3bgcmx 🇺🇸
en,11,2017-02-03 22:39:27,757.0,suznneena1,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,suznneena1,0.0,17.0,1.0,0,18.0,"#RESIST #NotNormal #womenunited, #BlackLivesMatter,#WeAreAllImmigrants #LGBTQ #animal lover"
en,11,2017-02-04 08:49:43,36.0,HRH74,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,HRH74,0.0,17.0,1.0,0,18.0,Just a wife and a mom of 2 boys and 2 pugs who happens to lean liberal/progressive and own guns. go figure!
en,11,2017-02-05 20:19:31,10987.0,racorsino_rose,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,racorsino_rose,0.0,19.0,1.0,0,20.0,"#beresilient.  Reach out and make #connections with others. Stay connected, build good #friendships, #supportive #relationships, #strong #social #connections..."
en,11,2017-02-04 03:48:58,11407.0,NiceChess757,0.0,0.0,0.0,1.0,0.0,0.0,macro,0,GrabYourWallet,NiceChess757,0.0,17.0,1.0,0,18.0,"No, I will not be quiet. Speaker. OpEd writer. Children's book author. Founder of https://t.co/MXbZYvcTwN Now it's our move. #TheResistance and #Ω"
en,11,2017-02-04 05:28:52,2739.0,pseudosudio,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,pseudosudio,0.0,17.0,2.0,0,19.0,"We are what we pretend to be, so we must be careful what we pretend to be. Kurt Vonnegut, Jr. #TheResistance #StandIndivisible https://t.co/Xzt4FjaKYw"
en,11,2017-02-03 21:36:35,1991.0,ComPattyjs,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,ComPattyjs,0.0,17.0,1.0,0,18.0,"Mikky Ekko supporter #fansforlife! + YouthClub, ActiveChild, A TribeCalledRed, TheWeeknd, TheSunpilots, herMajesty, Foster the People, Alex Vargas."
en,11,2017-02-04 03:14:08,2605.0,rmoultoncapital,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,rmoultoncapital,0.0,17.0,0.0,0,17.0,"Republican hippie, curmudgeon, private investor.  Gram Parsons, Ben Graham, Ambrose Bierce.  Enjoy as much, live as long, offend as many as possible."
,11,2017-02-04 01:25:07,1605.0,BodhisattvaKat,,,,,,,macro,0,GrabYourWallet,BodhisattvaKat,0.0,18.0,0.0,1,18.0,
,11,2017-02-08 20:01:38,2471.0,Coreybez1,,,,,,,macro,0,GrabYourWallet,Coreybez1,0.0,19.0,1.0,3,20.0,
en,11,2017-02-04 01:35:49,6249.0,DrReneeObey,0.0,1.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,DrReneeObey,0.0,17.0,0.0,0,17.0,"Mother, Doctor, Entrepreneur, Progressive, SJ Activist... IF YOU WANT TO TEST A MAN'S CHARACTER GIVE HIM POWER #BlackLivesMatter #NotMyPresident #TheResistance"
en,11,2017-02-04 00:15:57,789.0,capscorp,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,capscorp,0.0,16.0,0.0,0,16.0,wherever tweets take me..world is my oyster//not here 2 pls anyone! RTs not always endorsements!
en,11,2017-02-03 22:26:05,214.0,RepubAssassin,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,RepubAssassin,0.0,15.0,1.0,0,16.0,Followers are for those with low self-esteem. I want blocks.
en,11,2017-02-04 01:13:32,974.0,MsJoanne,1.0,0.0,0.0,1.0,1.0,0.0,macro,0,GrabYourWallet,MsJoanne,1.0,15.0,1.0,0,17.0,"Mostly politics but damn, sometimes pop culture carves out some mean karmic justice...often NSFW."
en,11,2017-02-04 18:23:21,11842.0,conniejimjoe,0.0,1.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,conniejimjoe,0.0,15.0,1.0,0,16.0,"progressive democrat,bull dog lover, Buckeye, one of the 99%, Nurse,Autism,Epilepsy Advocate #TheResistance"
en,11,2017-02-04 01:07:16,12318.0,Catballou,0.0,0.0,0.0,1.0,1.0,0.0,macro,0,GrabYourWallet,Catballou,0.0,12.0,1.0,0,13.0,I'm your huckleberry... Desert dweller. Political news & Lincoln junkie. Number One Hades Detective Agency. Irreverent. My tweets signed -C
en,11,2017-02-03 21:55:14,865.0,Elmiregaf,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,Elmiregaf,0.0,11.0,1.0,0,12.0,"Wife, Mom, LMT, Tired of world status quo, Lib/Prog. , Uniteblue!, No sales and no preaching DAMMIT! LIST ME& GET BLOCK'D. Crepuscularesque"
en,11,2017-02-07 13:56:14,17648.0,stylistkavin,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,stylistkavin,0.0,12.0,0.0,0,12.0,#CareNotChaos #LGBTQ #HIV #AIDS I am a moderate but you may call me liberal if it makes you feel good!I believe in equality for all. Please join me! #RebelHeart
en,11,2017-02-04 01:46:41,691.0,DonByTheRiver,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,DonByTheRiver,0.0,11.0,0.0,0,11.0,"Been there, done that, next..."
,11,2017-02-04 05:23:01,58.0,Earthy007,,,,,,,macro,0,GrabYourWallet,Earthy007,0.0,10.0,0.0,0,10.0,
en,11,2017-02-08 18:29:53,1613.0,PamelamarobiPam,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,PamelamarobiPam,0.0,10.0,0.0,0,10.0,"concerned citizen of the world, existing in Mississippi #aTruePatriot will #resist"
en,11,2017-02-04 04:50:22,106.0,SailingCarol,1.0,0.0,0.0,1.0,1.0,0.0,macro,0,GrabYourWallet,SailingCarol,0.0,8.0,0.0,0,8.0,"Photography, Politics, Sailing, Swimming, Snorkeling, Hillary Clinton - #ImWithHer, Kennedy History, Travel, Caribbean Islands, Love Intelligent Men!"
,11,2017-02-04 23:36:19,57.0,cantaviva,,,,,,,macro,0,GrabYourWallet,cantaviva,0.0,8.0,0.0,0,8.0,
de,11,2017-02-03 19:39:29,404.0,LisaAnneLV,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,LisaAnneLV,0.0,7.0,0.0,0,7.0,#ScienceMatters #Resist
,11,2017-02-03 19:33:33,230.0,coreanwagner,,,,,,,macro,0,GrabYourWallet,coreanwagner,0.0,6.0,0.0,0,6.0,
en,11,2017-02-08 12:39:10,11781.0,BelkissObadia,1.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,BelkissObadia,0.0,7.0,1.0,0,8.0,"I LOVE ART&LAUGHTER For me its another way of keeping a diary. Contemporary Artist & Medical Interpreter DC, VA & MD"
en,11,2017-02-04 03:13:00,5140.0,jojofythat,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,jojofythat,0.0,4.0,1.0,0,5.0,I AM NOT a #Character named #Coretta in @BarackObama 's book #DFMF I'VE BEEN RIGHT HERE🙄w/ #EXTRAordinary stories& #DREAMS of my own! #RepectfullyResist👊🏾
en,11,2017-02-03 21:41:04,3406.0,S1PPi,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,S1PPi,0.0,6.0,0.0,0,6.0,"✡️GA girl living in MS with a bunch of dogs that rescued me. Im part of #TheResistance & be warned, my use of profanity & misspelled words  is high. ✡️"
,11,2017-02-03 19:59:33,30.0,deboswald3060,,,,,,,macro,0,GrabYourWallet,deboswald3060,0.0,5.0,0.0,0,5.0,
en,11,2017-02-03 22:31:32,1877.0,WSt00984638,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,WSt00984638,0.0,4.0,1.0,0,5.0,Born Yesteryear....Dump Trump. Never will be my president. NO LISTS!! Love Wife Cat and Tai Chi volunteer at food bank #theresistance
,11,2017-02-04 02:42:43,456.0,SallyGroundhog,,,,,,,macro,0,GrabYourWallet,SallyGroundhog,0.0,5.0,1.0,0,6.0,
en,11,2017-02-08 16:33:16,1916.0,joylladiebnx,0.0,0.0,0.0,0.0,0.0,1.0,macro,0,GrabYourWallet,joylladiebnx,0.0,5.0,1.0,0,6.0,"wife,mother of 6,grandma,loves boxers,pitbulls,hockey & football! go steelers,pens,bruins&nycgiants!"
,11,2017-02-03 18:14:46,8.0,MelyssaAnneJoh1,,,,,,,macro,0,GrabYourWallet,MelyssaAnneJoh1,0.0,4.0,0.0,0,4.0,
en,11,2017-02-03 19:05:38,638.0,tshlw,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,tshlw,0.0,4.0,0.0,0,4.0,"Caskett shipper for life. Love Castle, Star Trek TNG, Scarecrow and Mrs. King, Remington Steele. Detroit Tigers fan who loves Disney World."
en,11,2017-02-03 22:20:52,169.0,CrookBetty,1.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,CrookBetty,0.0,4.0,0.0,0,4.0,"I am ambidextrous, mother bear,loves music,arts,Survivor of MTBI/PCS,call me Dory  Stand my ground. Democrat, Humanity, fights 4 Life. Love Wins!NO LIST'S"
en,11,2017-02-09 03:53:36,3442.0,prairiewindspr,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,prairiewindspr,0.0,5.0,3.0,0,8.0,"As a veteran, I took an oath to protect & defend my Constitution against all enemies, both foreign & domestic. That means you Trump. #NotMyPresident"
en,11,2017-02-06 02:13:48,5304.0,carlyinNJ,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,carlyinNJ,0.0,4.0,0.0,0,4.0,"Real Estate, Investment & IDA Inc; will help U find your garden in NJ; luv people everywhere and want better world for Isabella, Ramon and Taylor. Blessings2U"
en,11,2017-02-05 06:01:30,10570.0,MaxFromKendall,1.0,1.0,0.0,1.0,1.0,1.0,macro,0,GrabYourWallet,MaxFromKendall,0.0,5.0,2.0,0,7.0,"#Navy #Vet, #FIU Grad, #MDC A&P. #Venezuela #Cuba #American. Raised #NewBedford. Love #Science, #Sports, #Politics, #Religion, #Art, #Technology, #Entertainment"
en,11,2017-02-04 11:03:25,26967.0,spiritdance33,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,GrabYourWallet,spiritdance33,0.0,6.0,0.0,0,6.0,"""I am not what you see in me.                                              You are what you see in me"" #Voice4TheVoiceless  #Liberal.#AnimalRIghts #HumanRights"
