bio_language,community,created_at,followers_count,from_user,is_art,is_education,is_feminist,is_media,is_politics,is_sports,macro_micro,mention_count,movement_in,name,negative,neutral,positive,retweet_count,tweets_count,user_description
en,5,2019-06-28 21:31:38,224.0,GrimRockNebula,1.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,GrimRockNebula,0.0,3.0,5.0,0,8.0,Name's Grim! I'm an artist! Been one for 3 years now! Cartoonist. rookie animator.
en,5,2019-06-07 14:32:50,2267.0,PPGreatPlainsOK,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,PPGreatPlainsOK,2.0,9.0,8.0,25,19.0,We're Planned Parenthood Great Plains Votes in OK! We engage in advocacy to protect & advance sexual and reproductive rights. #StandwithPP
en,5,2019-06-24 16:24:29,1947.0,ppazaction,0.0,0.0,0.0,0.0,1.0,0.0,macro,0,StopTheBan,ppazaction,2.0,8.0,15.0,10,25.0,"Planned Parenthood Advocates of AZ is the non-partisan, political arm of Planned Parenthood in AZ."
en,5,2019-06-26 00:39:50,2691.0,PPVotesNevada,0.0,1.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,PPVotesNevada,1.0,5.0,7.0,6,13.0,"Getting Nevadans involved in the fight for access to reproductive health care. Policy, education and engagement for Planned Parenthood's health centers in NV."
,5,2019-06-24 02:46:31,51.0,mosermr,,,,,,,macro,0,StopTheBan,mosermr,4.0,4.0,6.0,0,14.0,
en,5,2019-06-17 23:52:12,713.0,emily_baker,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,emily_baker,7.0,12.0,9.0,0,28.0,"Born in Asheville, grew up in Augusta, now 22 years in San Diego. 7 year breast cancer survivor."
,5,2019-06-28 15:20:59,436.0,phillip92321,,,,,,,macro,0,StopTheBan,phillip92321,4.0,3.0,4.0,0,11.0,
id,5,2019-06-08 21:41:44,226.0,wyobetsy,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,wyobetsy,1.0,4.0,7.0,0,12.0,persisting
en,5,2019-06-06 19:36:01,192.0,ibpixiechick,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,ibpixiechick,3.0,19.0,7.0,0,29.0,Tired of a world that is so damn hateful.
it,5,2019-06-28 22:52:56,14645.0,search4swag,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,search4swag,2.0,13.0,5.0,64,20.0,All are welcome none are appointed
en,5,2019-08-17 07:13:54,268.0,JPCTumblr,0.0,0.0,0.0,0.0,1.0,0.0,macro,0,StopTheBan,JPCTumblr,11.0,13.0,8.0,0,32.0,The Twitter feed of Justin's Political Corner on Tumblr.  Your progressive source for the truth. Controlled by @JGibsonDem and @TPFNewsDesk. #JPCTumblr
en,5,2019-06-28 18:43:21,260.0,JaneFlores6,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,JaneFlores6,1.0,9.0,6.0,0,16.0,"Eternal Optimist-if the glass is half full, refill it! #HufflepuffFTW; a Bi-person production"
en,5,2019-08-16 23:32:04,5252.0,WomenSaveUSA,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,WomenSaveUSA,4.0,6.0,12.0,0,22.0,IMPEACH TRUMP! Donate to @Funder Investigating #TrumpRussia Treason!🚨Stop Russian Traitors in GOP! #FamiliesBelongTogether #ImpeachTrump #TheResistance
,5,2019-06-16 19:19:12,80.0,JosieG326,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,JosieG326,3.0,12.0,12.0,0,27.0,🦊🦊🐶🇬🇷🇺🇸🐎🌹⚖️🗳️💰🐖🔎✈️
en,5,2019-06-28 23:45:09,879.0,todayimjack,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,todayimjack,5.0,17.0,8.0,0,30.0,This is not normal. #BlackLivesMatter #NotNormal #Resist #Disability #ACA
en,5,2019-08-16 19:20:28,2245.0,akuma_river,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,akuma_river,0.0,7.0,6.0,0,13.0,Freedom of speech is a god-given right; Censorship is the work of the devil. Hate speech becomes violence. Evil people deserve shunning.18 U.S. Code § 2381
en,5,2019-08-16 22:49:33,10783.0,policyte,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,policyte,8.0,11.0,7.0,15,26.0,COTUS (Citizen of the United States)  I've lived an otherwise blameless life.  #Ω #BoF #TW #BoycottMissouri #BlockedByChiefCovfefe
en,5,2019-08-15 17:47:41,2530.0,Martha4MO,0.0,1.0,1.0,0.0,0.0,0.0,macro,0,StopTheBan,Martha4MO,4.0,2.0,5.0,7,11.0,"State Representative 46th District, MSW, FEMINIST, ANIMAL LOVER, CASA VOLUNTEER & MIZZOU Graduate🐯(RETWEET ≠ Endorsement)"
,5,2019-06-19 22:00:42,106.0,INNSBROOKLADY,,,,,,,macro,0,StopTheBan,INNSBROOKLADY,1.0,3.0,4.0,0,8.0,
en,5,2019-06-27 01:34:21,65018.0,MomsRising,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,MomsRising,6.0,17.0,14.0,63,37.0,"All content we post here is from MomsRising Together, a 501(c)(4) social welfare org, unless otherwise stated. More info: https://t.co/GOs0KCxMEK"
,5,2019-06-08 19:33:56,359.0,kittiehasspoken,,,,,,,macro,0,StopTheBan,kittiehasspoken,5.0,8.0,6.0,0,19.0,
en,5,2019-06-20 01:10:38,198.0,Corbeau15,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,Corbeau15,2.0,1.0,4.0,0,7.0,A Nomad in a Strange & Fun World #Pescetarian
en,5,2019-08-20 21:31:14,570.0,AdigunPolack,1.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,AdigunPolack,6.0,5.0,13.0,0,24.0,"Konnichiwa!! I am Adigun Azikiwe Polack, creator of my unusually fascinating digital-painting/pixel art as well as my own #AAP64 and #Splendor128 palettes!!! 🎨👍"
en,5,2019-08-15 23:04:23,395.0,KIMPY123,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,KIMPY123,1.0,7.0,3.0,0,11.0,"The hate of men will pass, and dictators die,and the power they took from the people will return to the people.And so long as men die,liberty will never perish."
en,5,2019-08-16 21:23:37,78.0,yourchoicemo,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,yourchoicemo,5.0,3.0,4.0,62,12.0,"We demand Missouri's extreme 8-week abortion ban be put to a vote of the people. | #StopTheBans | Paid for by No Bans on Choice Committee, Robin Utz Treasurer"
,5,2019-06-21 15:52:06,4.0,AlexKeeley17,,,,,,,macro,0,StopTheBan,AlexKeeley17,2.0,8.0,8.0,0,18.0,
,5,2019-06-28 18:12:53,59.0,ExileOnHwy61,,,,,,,macro,0,StopTheBan,ExileOnHwy61,1.0,4.0,2.0,0,7.0,
en,5,2019-06-10 23:17:39,544.0,swmo_grassroots,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,swmo_grassroots,1.0,7.0,3.0,0,11.0,Grassroots Organizer @Planned Parenthood.Tweets are mine.she/her/hers#abortionishealthcare
en,5,2019-06-25 15:42:37,6032.0,NARALVirginia,0.0,0.0,0.0,0.0,1.0,0.0,macro,0,StopTheBan,NARALVirginia,0.0,8.0,10.0,4,18.0,NARAL Pro-Choice Virginia is the political & policy leader of the pro-choice movement in Virginia. Join our grassroots efforts for reproductive freedom!
en,5,2019-07-01 14:14:36,557.0,STLOmegaMan,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,STLOmegaMan,3.0,0.0,5.0,0,8.0,"libtard troll hunting CPA go Mizzou Border Collie is Scully the Wonder Dog the puppy is Shadow, a mutt but lovable we like to hunt fish jog & eat cheese balls!"
en,5,2019-08-16 22:06:14,215.0,tbwonline,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,tbwonline,4.0,3.0,7.0,0,14.0,"Preacher's kid.🆘⚕️(SO of Surgery)✡️⚽️ ""Excuse me, gentlemen. I'm a soldier, not a diplomat. I can only tell you the truth.""(JTK)"
en,5,2019-08-16 21:58:05,4071.0,alidreith,1.0,0.0,0.0,1.0,1.0,0.0,macro,0,StopTheBan,alidreith,10.0,28.0,21.0,104,59.0,"I tweet about abortion, politics, my dogs, and all the funny things my husband says. Let's go Blues! Deputy Director @HopeClinicWomen"
en,5,2019-06-28 16:34:44,617.0,sgfbeerbuzz,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,sgfbeerbuzz,2.0,1.0,3.0,0,6.0,"Ben Stange makes beer at home and talks about it on the webs. Especially Craft beer, and especially if it's local."
en,5,2019-06-15 16:02:34,1424.0,AprilThemisIs,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,AprilThemisIs,1.0,3.0,5.0,0,9.0,UnhackTheVote!CultureOfCorruptionTruthPrivacyResistSurveillance_State UniversalBackgroundChecks
,5,2019-06-28 20:14:29,170.0,LinaSCC,,,,,,,macro,0,StopTheBan,LinaSCC,1.0,10.0,4.0,0,15.0,
en,5,2019-06-16 12:48:56,29668.0,u3Y4BDE,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,u3Y4BDE,2.0,6.0,8.0,0,16.0,"""...And when they came for me, there was no one left to object...""#Resist #Indivisible #Impeach #FlipItBlue2019 #FollowBackResistance #FBR"
en,5,2019-06-17 15:15:38,130.0,JRabhan,1.0,0.0,0.0,0.0,0.0,0.0,macro,1,StopTheBan,JRabhan,0.0,4.0,3.0,0,7.0,"Fighting for women, children & families in solidarity w/ 90,000 US activists. @NCJW Director of Government Relations & Advocacy. Tweets all me. #ProtectOurCare"
en,5,2019-08-16 20:33:11,5423.0,emzorbit,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,emzorbit,7.0,12.0,6.0,60,25.0,My child will never hold elected office because of this account. I cuss so my kid has made a killing on the swear jar market.
en,5,2019-08-16 19:50:36,1017.0,ThomasJBloom,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,ThomasJBloom,1.0,6.0,4.0,0,11.0,"Throughout my life, my two greatest assets have been mental stability and being, like, really smart"
en,5,2019-06-27 01:49:00,26518.0,SiliRecio,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,SiliRecio,0.0,2.0,3.0,0,5.0,"#AfroLatina | Mami to @ElenaDjome |Disruptor | Omo Oyá | Tweeting abt life, liberty & the pursuit of Maminess® | Leading w/Intention @MomsRising tweets r my own"
en,5,2019-08-15 02:21:28,4146.0,AnnieRiceStL,0.0,1.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,AnnieRiceStL,2.0,11.0,10.0,20,23.0,"Justice seeker, StL Lover, 8th Ward Alderwoman, Immigration Lawyer, Cardinals Fan. Opinions are mine, RT's not necessarily endorsements. She/her."
en,5,2019-06-29 15:26:07,2152.0,quartzen,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,quartzen,1.0,4.0,3.0,0,8.0,Programmer and SFF reader. Sega fan. Asexual lesbian. She/her. 📚📚📚
en,5,2019-06-10 22:23:53,959.0,sierramike320,0.0,1.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,sierramike320,0.0,15.0,7.0,0,22.0,"Advocate for the unheard. Interested in the earth, life, learning, love, and justice. #streetkitchenstl #waterislife #standupfightback"
en,5,2019-08-20 13:01:00,883.0,HopeClinicWomen,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,HopeClinicWomen,12.0,25.0,27.0,60,64.0,THE abortion provider in #STL region; Compassionate abortion care up to 24 weeks. Appts available this week. No waiting period. 10 min. from downtown #STL #Hope
en,5,2019-06-29 19:23:04,10059.0,LacyClayMO1,0.0,0.0,0.0,0.0,1.0,0.0,macro,0,StopTheBan,LacyClayMO1,2.0,13.0,7.0,48,22.0,"Official Campaign Twitter Account of Lacy Clay for Congress. US Rep, Missouri 1st District. R/Ts & links are not endorsements."
en,5,2019-06-28 20:53:14,4877.0,JillSchupp,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,JillSchupp,2.0,9.0,4.0,0,15.0,Restoring Trust and Faith in a Greater Missouri
en,5,2019-08-18 04:13:41,2745.0,DebLavender,0.0,0.0,0.0,0.0,0.0,0.0,macro,1,StopTheBan,DebLavender,5.0,6.0,4.0,0,15.0,MO State Rep  Owner Physical Therapy Clinic A fiscal conservative with the heart of a progressive.  Life long Learner
en,5,2019-06-06 19:06:00,295.0,akuykendall,0.0,1.0,1.0,0.0,0.0,0.0,macro,0,StopTheBan,akuykendall,3.0,8.0,5.0,9,16.0,justice seeker | sex educator | feminist | @we_can_stl #BLM activist | human | MSW/MPH
en,5,2019-06-21 15:14:03,3139.0,CoraFaith4MO,0.0,1.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,CoraFaith4MO,4.0,10.0,7.0,53,21.0,"Advocate. Educator. Attorney. Wonk. Survivor. Missouri State Representative, District 74. @WUSTL @SLULAW @SLU_HealthLaw & @BrownSchool Alum. Esther 4:14"
en,5,2019-06-28 17:09:40,6658.0,staceynewman,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,staceynewman,5.0,16.0,13.0,49,34.0,"Forever Activist/Founder of @ProgWomen. Justice & Equality. Repro Rts, Gun Violence. Mom, Nana, Termed out Legislator"
en,5,2019-06-21 15:43:39,1158.0,VozdeRaquel,0.0,0.0,0.0,0.0,1.0,0.0,macro,0,StopTheBan,VozdeRaquel,6.0,15.0,14.0,0,35.0,"Opinionated woman and bird owner; political nerd, Hillary Clinton Democrat, AKA BirdNerd. Never Bernie. No B-Boy bots. Fuck Al Franken."
,5,2019-06-24 17:34:27,362.0,emilylheath,,,,,,,macro,0,StopTheBan,emilylheath,0.0,4.0,1.0,0,5.0,
,5,2019-05-31 15:42:03,51.0,shaunagars,,,,,,,macro,0,StopTheBan,shaunagars,1.0,6.0,1.0,0,8.0,
,5,2019-06-09 18:20:03,130.0,kgamel,,,,,,,macro,0,StopTheBan,kgamel,3.0,10.0,2.0,15,15.0,
en,5,2019-05-31 19:01:43,388.0,Cortney_Kiyo,0.0,1.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,Cortney_Kiyo,0.0,5.0,0.0,0,5.0,she/her.  I love hot goss and fart jokes.  amateur grey's anatomy scholar. rts🙅🏻endorsements
ca,5,2019-06-28 17:06:27,709.0,michelleking66,1.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,michelleking66,1.0,11.0,7.0,0,19.0,label/artist mgmt. vol.OFA 7-12-17
,5,2019-07-02 02:22:42,111.0,malshocker,,,,,,,macro,0,StopTheBan,malshocker,1.0,8.0,5.0,0,14.0,
en,5,2019-06-29 02:54:24,84.0,IsobelAlliance,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,IsobelAlliance,0.0,1.0,4.0,0,5.0,"We're sisters, aunts, daughters, mothers & grandmothers, fighting for repro health access & assisting people in states with oppressive bans. #Abortioneers"
en,5,2019-05-27 07:33:34,684.0,BlueNicht,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,BlueNicht,0.0,2.0,3.0,0,5.0,she/her You probably don't know me. RT + likes are not automatically endorsements.
en,5,2019-07-01 00:03:53,321.0,csolarsky,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,csolarsky,2.0,6.0,2.0,0,10.0,"Airline Pilot. “Travel is fatal to prejudice, bigotry, and narrow-mindedness, and many of our people need it sorely on these accounts.” -Mark Twain"
en,5,2019-06-01 20:24:16,1069.0,oddfab,1.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,oddfab,0.0,1.0,3.0,0,4.0,"Co-Founder : @Factoryobscura - designer/maker of furniture, shoes, objects of the inhabited environment- public artist. On Demand Digital FABrication."
en,5,2019-06-11 20:40:25,1668.0,acfacci,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,acfacci,0.0,5.0,12.0,175,17.0,unapologetically pro-abortion / organizer for @PPGreatPlains / #okleg analysis & snark / they/them only / 🌿✨🔮🐶♒️ / #IStandWithPP
,5,2019-07-02 22:40:38,226.0,kikicinamon,,,,,,,macro,0,StopTheBan,kikicinamon,3.0,2.0,2.0,0,7.0,
,5,2019-06-13 02:05:02,50.0,rinaskal,,,,,,,macro,0,StopTheBan,rinaskal,1.0,4.0,3.0,0,8.0,
en,5,2019-06-21 15:58:09,13057.0,erintothemax,1.0,0.0,1.0,0.0,0.0,0.0,macro,0,StopTheBan,erintothemax,1.0,3.0,4.0,0,8.0,"Co-Founder/Co-Director @Reproaction. Feminism, parenting, reproductive justice. Views mine and on 🔥. Be awesome or don't bother."
en,5,2019-08-15 19:09:56,545.0,oohgoodness,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,oohgoodness,2.0,5.0,3.0,6,10.0,"Cropped hair, wide bottom girl. Princess of abortion"
fi,5,2019-08-15 15:28:43,209.0,JoliMo44,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,JoliMo44,3.0,6.0,6.0,7,15.0,Missouri mama.
en,5,2019-06-22 13:29:06,45.0,Babygotback51,0.0,1.0,0.0,0.0,0.0,1.0,macro,0,StopTheBan,Babygotback51,1.0,3.0,2.0,0,6.0,"The only fifty-plus-year-old African American woman in the universe that likes sports, science fiction, cats, the Three Stooges, and has no children."
en,5,2019-06-27 18:47:55,6131.0,PPGenAction,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,PPGenAction,2.0,11.0,13.0,25,26.0,"basically, we're @ppact's smoller, cuter sibling. @ppfa is our #1 crush. here to say ❌to white supremacy & transphobia & 😍 to safer sex & equitable health care!"
en,5,2019-08-18 21:04:02,2369.0,fak3r,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,fak3r,1.0,4.0,8.0,0,13.0,"A gently aging punk and practicing trouble maker. My only weakness is a listed crime. My only weakness is well, never mind, never mind"
en,5,2019-08-18 20:00:00,1473.0,ppnewmex,0.0,1.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,ppnewmex,3.0,6.0,10.0,19,19.0,"Planned Parenthood of New Mexico provides affordable, reproductive health care, advocacy and education programming."
en,5,2019-06-13 19:05:17,504.0,Agentmg17,0.0,0.0,0.0,1.0,0.0,0.0,macro,0,StopTheBan,Agentmg17,2.0,2.0,3.0,0,7.0,"born a mutt in 1984's Glendale,CA my (cuban/costarican) parents moved us to St.Pete,FL in '94. fiction writer. look me up on https://t.co/xsz6HKtNRx #iwp"
en,5,2019-06-28 16:27:04,587.0,GigetsMom,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,GigetsMom,9.0,9.0,10.0,0,28.0,"Just a proud cattle farmer, wife, mom and groovy grandma. Former Republican...Thanks Obama!!#podsaveamerica #crookedmedia #Hellbent #IamKratom"
en,5,2019-06-28 13:36:45,427.0,lesliejoan58,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,lesliejoan58,3.0,12.0,7.0,0,22.0,Non-deplorable. Hopeful liberal. Member of the resistance. Pretty sure God is a woman and Mike Pence is gay.
en,5,2019-05-30 18:47:49,3045.0,TheVikChick,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,TheVikChick,0.0,4.0,0.0,0,4.0,Solidarity #BlackLivesMatter #WaterProtectors #LGBTQ #JusticeForMuslims #GreenParty My flag in distress til it speaks 4ALL #Keto #IF #RejectCapitalism
en,5,2019-06-23 03:03:56,1418.0,WhatMollySaid,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,WhatMollySaid,1.0,6.0,6.0,0,13.0,"Wishbringer Molly Blue Dawn, High Priestess of Serendipity, Delightful Dancing Dandelion"
en,5,2019-06-09 21:14:27,1082590.0,amandapalmer,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,amandapalmer,1.0,5.0,3.0,154,9.0,"here to help. piano-slayer, ukulele-enthusiast bestselling author. patron-supported. currently touring THERE WILL BE NO INTERMISSION. insta: @amandapalmer 🎡"
en,5,2019-06-05 19:16:51,362.0,MadelynRose0925,0.0,0.0,0.0,0.0,0.0,0.0,macro,0,StopTheBan,MadelynRose0925,1.0,7.0,4.0,0,12.0,"STL♥ Libra♎Whisk, Nani, and I are probably napping😍🐱🐶📷IG- madelynrose25"
en,5,2019-06-07 20:27:11,76.0,showmeopie,0.0,0.0,0.0,1.0,1.0,0.0,macro,0,StopTheBan,showmeopie,0.0,6.0,4.0,0,10.0,working class dog in a dog eat dog world. retweets politics and things I find amusing.
